ID,Archetype,City Type,Income Level,Age,Health Consciousness (1-10),Price Sensitivity (1-10),Brand Loyalty (1-10),Distribution Weight
7993,Budget-Conscious Mother,Tier-2,Medium,50,6.21,8.17,4.77,18
7994,Budget-Conscious Mother,Tier-2,Medium,54,5.99,7.34,3.46,18
7995,Budget-Conscious Mother,Tier-2,Medium,63,5.41,7.65,4.08,18
7996,Budget-Conscious Mother,Tier-2,Medium,26,5.14,8.57,3.56,18
7997,Budget-Conscious Mother,Tier-2,Medium,30,5.98,8.98,4.58,18
7998,Budget-Conscious Mother,Tier-2,Medium,39,6.27,7.81,3.98,18
7999,Budget-Conscious Mother,Tier-2,Medium,32,6.33,8.00,4.24,18
8000,Budget-Conscious Mother,Tier-2,Medium,22,6.45,8.25,3.37,18
8001,Budget-Conscious Mother,Tier-2,Medium,44,6.06,8.10,4.85,18
8002,Budget-Conscious Mother,Tier-2,Medium,62,6.01,7.46,3.72,18
8003,Budget-Conscious Mother,Tier-2,Medium,44,6.83,7.52,3.92,18
8004,Budget-Conscious Mother,Tier-2,Medium,29,6.80,8.99,4.06,18
8005,Budget-Conscious Mother,Tier-2,Medium,44,6.47,8.02,3.46,18
8006,Budget-Conscious Mother,Tier-2,Medium,31,5.65,7.92,3.46,18
8007,Budget-Conscious Mother,Tier-2,Medium,46,6.77,7.60,3.19,18
8008,Budget-Conscious Mother,Tier-2,Medium,37,6.26,7.28,4.71,18
8009,Budget-Conscious Mother,Tier-2,Medium,53,6.72,7.14,3.13,18
8010,Budget-Conscious Mother,Tier-2,Medium,39,6.56,7.47,4.79,18
8011,Budget-Conscious Mother,Tier-2,Medium,49,5.97,7.83,4.90,18
8012,Budget-Conscious Mother,Tier-2,Medium,44,6.61,8.21,3.35,18
8013,Budget-Conscious Mother,Tier-2,Medium,28,5.37,8.44,3.40,18
8014,Budget-Conscious Mother,Tier-2,Medium,38,5.77,8.09,4.02,18
8015,Budget-Conscious Mother,Tier-2,Medium,32,5.33,8.82,4.91,18
8016,Budget-Conscious Mother,Tier-2,Medium,29,6.74,8.91,3.30,18
8017,Budget-Conscious Mother,Tier-2,Medium,43,5.37,7.65,3.13,18
8018,Budget-Conscious Mother,Tier-2,Medium,43,5.72,7.03,4.21,18
8019,Budget-Conscious Mother,Tier-2,Medium,26,6.49,7.90,3.55,18
8020,Budget-Conscious Mother,Tier-2,Medium,29,5.01,8.31,4.54,18
8021,Budget-Conscious Mother,Tier-2,Medium,50,6.64,8.87,3.15,18
8022,Budget-Conscious Mother,Tier-2,Medium,63,5.07,7.45,3.86,18
8023,Budget-Conscious Mother,Tier-2,Medium,63,5.78,8.43,4.08,18
8024,Budget-Conscious Mother,Tier-2,Medium,34,6.94,7.84,3.04,18
8025,Budget-Conscious Mother,Tier-2,Medium,56,6.55,7.94,3.29,18
8026,Budget-Conscious Mother,Tier-2,Medium,45,6.86,8.74,3.97,18
8027,Budget-Conscious Mother,Tier-2,Medium,51,5.24,7.34,3.26,18
8028,Budget-Conscious Mother,Tier-2,Medium,52,5.80,8.47,3.20,18
8029,Budget-Conscious Mother,Tier-2,Medium,22,6.18,8.44,3.69,18
8030,Budget-Conscious Mother,Tier-2,Medium,53,6.63,7.16,4.69,18
8031,Budget-Conscious Mother,Tier-2,Medium,56,5.46,8.49,3.80,18
8032,Budget-Conscious Mother,Tier-2,Medium,57,6.35,8.89,3.46,18
8033,Budget-Conscious Mother,Tier-2,Medium,32,6.58,7.07,4.29,18
8034,Budget-Conscious Mother,Tier-2,Medium,37,6.40,7.41,3.58,18
8035,Budget-Conscious Mother,Tier-2,Medium,64,5.27,7.18,3.57,18
8036,Budget-Conscious Mother,Tier-2,Medium,58,5.24,8.87,3.34,18
8037,Budget-Conscious Mother,Tier-2,Medium,35,5.07,8.01,4.90,18
8038,Budget-Conscious Mother,Tier-2,Medium,23,6.81,8.37,3.74,18
8039,Budget-Conscious Mother,Tier-2,Medium,43,6.42,8.10,3.40,18
8040,Budget-Conscious Mother,Tier-2,Medium,32,5.99,7.90,3.83,18
8041,Budget-Conscious Mother,Tier-2,Medium,34,6.14,7.49,3.79,18
8042,Budget-Conscious Mother,Tier-2,Medium,35,6.30,8.45,4.18,18
8043,Budget-Conscious Mother,Tier-2,Medium,18,7.00,8.45,3.59,18
8044,Budget-Conscious Mother,Tier-2,Medium,42,5.93,7.92,3.43,18
8045,Budget-Conscious Mother,Tier-2,Medium,48,6.87,7.34,4.91,18
8046,Budget-Conscious Mother,Tier-2,Medium,39,6.60,7.55,3.54,18
8047,Budget-Conscious Mother,Tier-2,Medium,37,5.48,7.60,4.77,18
8048,Budget-Conscious Mother,Tier-2,Medium,31,5.43,8.12,3.35,18
8049,Budget-Conscious Mother,Tier-2,Medium,51,6.46,7.60,4.93,18
8050,Budget-Conscious Mother,Tier-2,Medium,23,6.34,8.53,3.85,18
8051,Budget-Conscious Mother,Tier-2,Medium,30,6.20,8.11,4.27,18
8052,Budget-Conscious Mother,Tier-2,Medium,36,6.44,8.69,3.34,18
8053,Budget-Conscious Mother,Tier-2,Medium,48,5.82,8.12,3.69,18
8054,Budget-Conscious Mother,Tier-2,Medium,22,5.88,8.64,4.68,18
8055,Budget-Conscious Mother,Tier-2,Medium,43,6.78,7.26,3.50,18
8056,Budget-Conscious Mother,Tier-2,Medium,60,5.80,8.68,3.14,18
8057,Budget-Conscious Mother,Tier-2,Medium,59,5.13,7.27,3.36,18
8058,Budget-Conscious Mother,Tier-2,Medium,52,5.82,8.20,4.87,18
8059,Budget-Conscious Mother,Tier-2,Medium,32,6.90,7.43,3.20,18
8060,Budget-Conscious Mother,Tier-2,Medium,36,5.19,8.36,3.64,18
8061,Budget-Conscious Mother,Tier-2,Medium,27,6.22,8.83,4.86,18
8062,Budget-Conscious Mother,Tier-2,Medium,33,6.63,8.69,4.82,18
8063,Budget-Conscious Mother,Tier-2,Medium,19,5.50,8.25,4.32,18
8064,Budget-Conscious Mother,Tier-2,Medium,23,6.66,8.89,3.19,18
8065,Budget-Conscious Mother,Tier-2,Medium,29,5.53,7.13,4.82,18
8066,Budget-Conscious Mother,Tier-2,Medium,36,6.95,8.41,4.24,18
8067,Budget-Conscious Mother,Tier-2,Medium,36,6.33,7.74,4.80,18
8068,Budget-Conscious Mother,Tier-2,Medium,29,6.40,7.70,3.25,18
8069,Budget-Conscious Mother,Tier-2,Medium,23,5.66,8.83,4.66,18
8070,Budget-Conscious Mother,Tier-2,Medium,43,6.69,7.35,3.31,18
8071,Budget-Conscious Mother,Tier-2,Medium,48,5.16,7.14,4.74,18
8072,Budget-Conscious Mother,Tier-2,Medium,36,6.03,8.54,3.08,18
8073,Budget-Conscious Mother,Tier-2,Medium,36,6.13,7.08,4.08,18
8074,Budget-Conscious Mother,Tier-2,Medium,41,5.15,7.20,3.77,18
8075,Budget-Conscious Mother,Tier-2,Medium,53,5.70,7.95,4.59,18
8076,Budget-Conscious Mother,Tier-2,Medium,40,5.94,7.73,3.37,18
8077,Budget-Conscious Mother,Tier-2,Medium,18,5.05,7.98,4.08,18
8078,Budget-Conscious Mother,Tier-2,Medium,40,6.59,7.75,4.61,18
8079,Budget-Conscious Mother,Tier-2,Medium,45,5.55,7.60,3.86,18
8080,Budget-Conscious Mother,Tier-2,Medium,43,6.49,7.33,3.91,18
8081,Budget-Conscious Mother,Tier-2,Medium,30,5.23,8.60,4.44,18
8082,Budget-Conscious Mother,Tier-2,Medium,51,6.45,7.45,3.81,18
8083,Budget-Conscious Mother,Tier-2,Medium,39,5.16,8.10,4.47,18
8084,Budget-Conscious Mother,Tier-2,Medium,27,6.53,8.65,4.99,18
8085,Budget-Conscious Mother,Tier-2,Medium,19,5.64,7.27,4.97,18
8086,Budget-Conscious Mother,Tier-2,Medium,38,6.11,7.73,3.53,18
8087,Budget-Conscious Mother,Tier-2,Medium,57,6.07,8.82,3.97,18
8088,Budget-Conscious Mother,Tier-2,Medium,43,6.19,8.01,3.99,18
8089,Budget-Conscious Mother,Tier-2,Medium,39,6.07,8.39,3.73,18
8090,Budget-Conscious Mother,Tier-2,Medium,58,5.85,7.09,4.42,18
8091,Budget-Conscious Mother,Tier-2,Medium,56,5.04,7.91,4.50,18
8092,Budget-Conscious Mother,Tier-2,Medium,28,6.66,8.70,3.55,18
8093,Budget-Conscious Mother,Tier-2,Medium,56,5.82,8.45,4.76,18
8094,Budget-Conscious Mother,Tier-2,Medium,44,5.22,8.06,4.74,18
8095,Budget-Conscious Mother,Tier-2,Medium,22,6.45,8.46,3.99,18
8096,Budget-Conscious Mother,Tier-2,Medium,60,5.87,7.25,3.70,18
8097,Budget-Conscious Mother,Tier-2,Medium,50,6.36,7.84,3.10,18
8098,Budget-Conscious Mother,Tier-2,Medium,47,6.56,7.10,4.29,18
8099,Budget-Conscious Mother,Tier-2,Medium,25,6.20,7.14,3.86,18
8100,Budget-Conscious Mother,Tier-2,Medium,61,5.24,7.63,3.76,18
8101,Budget-Conscious Mother,Tier-2,Medium,46,5.96,7.05,4.72,18
8102,Budget-Conscious Mother,Tier-2,Medium,63,5.55,8.53,3.85,18
8103,Budget-Conscious Mother,Tier-2,Medium,62,6.14,8.92,4.61,18
8104,Budget-Conscious Mother,Tier-2,Medium,22,6.08,7.55,3.49,18
8105,Budget-Conscious Mother,Tier-2,Medium,39,6.34,7.47,3.77,18
8106,Budget-Conscious Mother,Tier-2,Medium,53,6.28,8.48,3.09,18
8107,Budget-Conscious Mother,Tier-2,Medium,35,5.68,7.96,3.17,18
8108,Budget-Conscious Mother,Tier-2,Medium,48,5.45,8.85,3.31,18
8109,Budget-Conscious Mother,Tier-2,Medium,40,5.77,8.88,4.83,18
8110,Budget-Conscious Mother,Tier-2,Medium,55,6.58,8.35,3.56,18
8111,Budget-Conscious Mother,Tier-2,Medium,53,5.54,7.77,4.06,18
8112,Budget-Conscious Mother,Tier-2,Medium,42,6.33,7.50,3.06,18
8113,Budget-Conscious Mother,Tier-2,Medium,21,5.03,7.78,4.93,18
8114,Budget-Conscious Mother,Tier-2,Medium,20,6.61,8.21,3.97,18
8115,Budget-Conscious Mother,Tier-2,Medium,50,5.49,8.43,3.79,18
8116,Budget-Conscious Mother,Tier-2,Medium,60,6.72,8.84,3.60,18
8117,Budget-Conscious Mother,Tier-2,Medium,44,6.94,8.32,4.40,18
8118,Budget-Conscious Mother,Tier-2,Medium,28,6.32,8.58,4.29,18
8119,Budget-Conscious Mother,Tier-2,Medium,55,5.98,8.94,3.97,18
8120,Budget-Conscious Mother,Tier-2,Medium,35,6.39,8.88,3.65,18
8121,Budget-Conscious Mother,Tier-2,Medium,61,5.76,8.40,3.52,18
8122,Budget-Conscious Mother,Tier-2,Medium,36,6.72,7.60,4.75,18
8123,Budget-Conscious Mother,Tier-2,Medium,39,6.30,7.22,3.36,18
8124,Budget-Conscious Mother,Tier-2,Medium,31,5.28,7.68,4.87,18
8125,Budget-Conscious Mother,Tier-2,Medium,62,6.00,8.02,4.20,18
8126,Budget-Conscious Mother,Tier-2,Medium,59,5.20,8.62,4.66,18
8127,Budget-Conscious Mother,Tier-2,Medium,30,5.54,8.95,4.70,18
8128,Budget-Conscious Mother,Tier-2,Medium,43,5.92,7.97,4.09,18
8129,Budget-Conscious Mother,Tier-2,Medium,56,5.43,8.33,4.46,18
8130,Budget-Conscious Mother,Tier-2,Medium,49,6.18,7.79,4.39,18
8131,Budget-Conscious Mother,Tier-2,Medium,44,5.19,7.33,4.35,18
8132,Budget-Conscious Mother,Tier-2,Medium,34,5.06,8.80,3.02,18
8133,Budget-Conscious Mother,Tier-2,Medium,50,5.79,7.11,4.98,18
8134,Budget-Conscious Mother,Tier-2,Medium,31,5.92,8.65,3.50,18
8135,Budget-Conscious Mother,Tier-2,Medium,29,6.50,8.45,4.33,18
8136,Budget-Conscious Mother,Tier-2,Medium,39,6.55,7.06,4.67,18
8137,Budget-Conscious Mother,Tier-2,Medium,37,5.78,7.21,4.65,18
8138,Budget-Conscious Mother,Tier-2,Medium,46,5.30,8.41,3.28,18
8139,Budget-Conscious Mother,Tier-2,Medium,56,5.23,7.75,4.08,18
8140,Budget-Conscious Mother,Tier-2,Medium,59,5.32,7.98,4.26,18
8141,Budget-Conscious Mother,Tier-2,Medium,34,5.17,8.65,4.07,18
8142,Budget-Conscious Mother,Tier-2,Medium,28,5.38,8.77,3.33,18
8143,Budget-Conscious Mother,Tier-2,Medium,62,6.35,8.27,4.99,18
8144,Budget-Conscious Mother,Tier-2,Medium,61,5.08,7.92,4.05,18
8145,Budget-Conscious Mother,Tier-2,Medium,46,6.68,7.20,3.06,18
8146,Budget-Conscious Mother,Tier-2,Medium,59,6.99,7.89,3.61,18
8147,Budget-Conscious Mother,Tier-2,Medium,32,6.01,8.95,3.03,18
8148,Budget-Conscious Mother,Tier-2,Medium,51,5.41,8.29,4.01,18
8149,Budget-Conscious Mother,Tier-2,Medium,18,5.34,7.69,4.22,18
8150,Budget-Conscious Mother,Tier-2,Medium,53,5.08,7.08,3.14,18
8151,Budget-Conscious Mother,Tier-2,Medium,60,6.17,7.61,3.00,18
8152,Budget-Conscious Mother,Tier-2,Medium,43,5.40,8.01,3.31,18
8153,Budget-Conscious Mother,Tier-2,Medium,48,6.62,7.25,3.04,18
8154,Budget-Conscious Mother,Tier-2,Medium,53,5.49,7.97,3.99,18
8155,Budget-Conscious Mother,Tier-2,Medium,40,6.57,7.36,3.81,18
8156,Budget-Conscious Mother,Tier-2,Medium,37,5.54,8.57,4.31,18
8157,Budget-Conscious Mother,Tier-2,Medium,28,5.61,8.43,4.91,18
8158,Budget-Conscious Mother,Tier-2,Medium,59,6.13,7.04,3.87,18
8159,Budget-Conscious Mother,Tier-2,Medium,46,5.64,8.78,3.60,18
8160,Budget-Conscious Mother,Tier-2,Medium,59,6.88,7.05,3.76,18
8161,Budget-Conscious Mother,Tier-2,Medium,55,6.40,8.55,3.24,18
8162,Budget-Conscious Mother,Tier-2,Medium,53,5.58,8.91,4.66,18
8163,Budget-Conscious Mother,Tier-2,Medium,18,6.32,7.85,4.48,18
8164,Budget-Conscious Mother,Tier-2,Medium,32,5.37,7.04,4.52,18
8165,Budget-Conscious Mother,Tier-2,Medium,33,6.74,8.14,4.80,18
8166,Budget-Conscious Mother,Tier-2,Medium,59,6.73,8.86,3.02,18
8167,Budget-Conscious Mother,Tier-2,Medium,54,5.18,8.44,3.48,18
8168,Budget-Conscious Mother,Tier-2,Medium,28,6.33,7.67,3.13,18
8169,Budget-Conscious Mother,Tier-2,Medium,26,5.28,7.95,3.97,18
8170,Budget-Conscious Mother,Tier-2,Medium,23,6.66,8.09,3.19,18
8171,Budget-Conscious Mother,Tier-2,Medium,48,6.49,8.41,3.37,18
8172,Budget-Conscious Mother,Tier-2,Medium,32,6.89,8.92,4.58,18
8173,Budget-Conscious Mother,Tier-2,Medium,35,5.96,7.65,4.27,18
8174,Budget-Conscious Mother,Tier-2,Medium,59,5.73,8.96,4.91,18
8175,Budget-Conscious Mother,Tier-2,Medium,52,5.70,7.48,4.85,18
8176,Budget-Conscious Mother,Tier-2,Medium,61,6.89,7.14,4.34,18
8177,Budget-Conscious Mother,Tier-2,Medium,21,5.16,8.60,3.95,18
8178,Budget-Conscious Mother,Tier-2,Medium,32,6.60,7.83,4.84,18
8179,Budget-Conscious Mother,Tier-2,Medium,25,5.00,7.52,3.87,18
8180,Budget-Conscious Mother,Tier-2,Medium,48,5.87,7.81,4.99,18
8181,Budget-Conscious Mother,Tier-2,Medium,26,6.73,7.61,3.59,18
8182,Budget-Conscious Mother,Tier-2,Medium,39,6.54,8.85,4.03,18
8183,Budget-Conscious Mother,Tier-2,Medium,55,6.38,7.84,4.56,18
8184,Budget-Conscious Mother,Tier-2,Medium,21,5.67,8.79,3.39,18
8185,Budget-Conscious Mother,Tier-2,Medium,32,6.26,7.56,3.20,18
8186,Budget-Conscious Mother,Tier-2,Medium,47,5.79,8.87,3.87,18
8187,Budget-Conscious Mother,Tier-2,Medium,21,6.58,8.27,4.06,18
8188,Budget-Conscious Mother,Tier-2,Medium,24,5.26,7.11,3.18,18
8189,Budget-Conscious Mother,Tier-2,Medium,18,5.66,7.04,4.89,18
8190,Budget-Conscious Mother,Tier-2,Medium,20,6.68,7.88,3.48,18
8191,Budget-Conscious Mother,Tier-2,Medium,37,6.84,8.36,4.44,18
8192,Budget-Conscious Mother,Tier-2,Medium,63,5.52,7.69,3.52,18
8193,Budget-Conscious Mother,Tier-2,Medium,62,6.39,8.32,3.22,18
8194,Budget-Conscious Mother,Tier-2,Medium,61,6.01,7.85,4.08,18
8195,Budget-Conscious Mother,Tier-2,Medium,26,6.14,7.38,3.76,18
8196,Budget-Conscious Mother,Tier-2,Medium,44,6.90,7.25,4.43,18
8197,Budget-Conscious Mother,Tier-2,Medium,64,6.05,7.85,4.93,18
8198,Budget-Conscious Mother,Tier-2,Medium,24,5.14,7.43,4.02,18
8199,Budget-Conscious Mother,Tier-2,Medium,25,6.59,8.86,3.47,18
8200,Budget-Conscious Mother,Tier-2,Medium,23,6.10,7.97,4.89,18
8201,Budget-Conscious Mother,Tier-2,Medium,41,5.34,7.67,3.59,18
8202,Budget-Conscious Mother,Tier-2,Medium,62,6.43,8.02,3.09,18
8203,Budget-Conscious Mother,Tier-2,Medium,23,6.13,8.00,3.65,18
8204,Budget-Conscious Mother,Tier-2,Medium,64,5.02,8.96,3.65,18
8205,Budget-Conscious Mother,Tier-2,Medium,29,6.22,7.69,3.95,18
8206,Budget-Conscious Mother,Tier-2,Medium,23,5.42,7.51,3.32,18
8207,Budget-Conscious Mother,Tier-2,Medium,22,6.41,8.21,4.98,18
8208,Budget-Conscious Mother,Tier-2,Medium,49,5.59,8.12,3.12,18
8209,Budget-Conscious Mother,Tier-2,Medium,34,5.10,8.74,3.70,18
8210,Budget-Conscious Mother,Tier-2,Medium,29,6.73,7.12,4.00,18
8211,Budget-Conscious Mother,Tier-2,Medium,28,6.51,7.63,3.43,18
8212,Budget-Conscious Mother,Tier-2,Medium,60,6.18,7.22,4.15,18
8213,Budget-Conscious Mother,Tier-2,Medium,61,5.19,7.45,3.33,18
8214,Budget-Conscious Mother,Tier-2,Medium,31,5.71,7.06,3.65,18
8215,Budget-Conscious Mother,Tier-2,Medium,60,7.00,7.55,4.78,18
8216,Budget-Conscious Mother,Tier-2,Medium,58,5.37,8.97,3.12,18
8217,Budget-Conscious Mother,Tier-2,Medium,62,5.65,7.40,3.92,18
8218,Budget-Conscious Mother,Tier-2,Medium,37,5.07,7.27,3.57,18
8219,Budget-Conscious Mother,Tier-2,Medium,24,6.05,8.21,4.39,18
8220,Budget-Conscious Mother,Tier-2,Medium,44,6.71,7.17,4.94,18
8221,Budget-Conscious Mother,Tier-2,Medium,42,5.67,7.71,3.57,18
8222,Budget-Conscious Mother,Tier-2,Medium,63,5.51,8.98,3.61,18
8223,Budget-Conscious Mother,Tier-2,Medium,39,6.88,8.20,4.04,18
8224,Budget-Conscious Mother,Tier-2,Medium,39,5.53,7.00,4.05,18
8225,Budget-Conscious Mother,Tier-2,Medium,42,5.24,7.81,3.04,18
8226,Budget-Conscious Mother,Tier-2,Medium,24,6.53,8.44,3.55,18
8227,Budget-Conscious Mother,Tier-2,Medium,64,5.81,7.29,3.26,18
8228,Budget-Conscious Mother,Tier-2,Medium,47,5.76,8.72,4.44,18
8229,Budget-Conscious Mother,Tier-2,Medium,46,5.08,8.36,4.50,18
8230,Budget-Conscious Mother,Tier-2,Medium,39,6.96,7.89,3.85,18
8231,Budget-Conscious Mother,Tier-2,Medium,44,5.19,7.56,3.55,18
8232,Budget-Conscious Mother,Tier-2,Medium,60,5.62,7.91,3.85,18
8233,Budget-Conscious Mother,Tier-2,Medium,21,6.58,8.20,4.50,18
8234,Budget-Conscious Mother,Tier-2,Medium,21,5.62,8.92,4.63,18
8235,Budget-Conscious Mother,Tier-2,Medium,56,5.91,7.66,3.59,18
8236,Budget-Conscious Mother,Tier-2,Medium,44,5.35,8.79,3.19,18
8237,Budget-Conscious Mother,Tier-2,Medium,36,6.90,8.93,3.50,18
8238,Budget-Conscious Mother,Tier-2,Medium,37,6.27,8.27,3.74,18
8239,Budget-Conscious Mother,Tier-2,Medium,29,6.59,7.68,3.21,18
8240,Budget-Conscious Mother,Tier-2,Medium,58,5.67,7.09,4.92,18
8241,Budget-Conscious Mother,Tier-2,Medium,18,6.31,7.12,3.52,18
8242,Budget-Conscious Mother,Tier-2,Medium,31,6.15,7.41,3.62,18
8243,Budget-Conscious Mother,Tier-2,Medium,18,5.25,8.57,4.84,18
8244,Budget-Conscious Mother,Tier-2,Medium,56,5.50,8.33,3.65,18
8245,Budget-Conscious Mother,Tier-2,Medium,35,6.44,8.20,4.62,18
8246,Budget-Conscious Mother,Tier-2,Medium,38,5.01,7.23,4.33,18
8247,Budget-Conscious Mother,Tier-2,Medium,58,6.47,7.40,4.88,18
8248,Budget-Conscious Mother,Tier-2,Medium,19,6.53,7.89,3.25,18
8249,Budget-Conscious Mother,Tier-2,Medium,36,5.28,7.30,3.52,18
8250,Budget-Conscious Mother,Tier-2,Medium,60,5.57,8.72,4.64,18
8251,Budget-Conscious Mother,Tier-2,Medium,19,5.16,8.49,3.94,18
8252,Budget-Conscious Mother,Tier-2,Medium,28,5.18,8.63,3.08,18
8253,Budget-Conscious Mother,Tier-2,Medium,57,6.02,7.06,4.14,18
8254,Budget-Conscious Mother,Tier-2,Medium,39,5.38,8.00,4.45,18
8255,Budget-Conscious Mother,Tier-2,Medium,27,5.67,8.49,3.02,18
8256,Budget-Conscious Mother,Tier-2,Medium,24,6.73,7.72,4.47,18
8257,Budget-Conscious Mother,Tier-2,Medium,38,6.29,8.02,3.93,18
8258,Budget-Conscious Mother,Tier-2,Medium,20,5.38,7.42,3.28,18
8259,Budget-Conscious Mother,Tier-2,Medium,45,5.12,8.90,3.38,18
8260,Budget-Conscious Mother,Tier-2,Medium,38,5.56,7.43,3.45,18
8261,Budget-Conscious Mother,Tier-2,Medium,55,5.20,8.59,4.59,18
8262,Budget-Conscious Mother,Tier-2,Medium,22,5.07,8.45,3.53,18
8263,Budget-Conscious Mother,Tier-2,Medium,46,5.67,8.52,4.23,18
8264,Budget-Conscious Mother,Tier-2,Medium,52,5.37,7.40,4.63,18
8265,Budget-Conscious Mother,Tier-2,Medium,47,5.58,7.68,3.74,18
8266,Budget-Conscious Mother,Tier-2,Medium,57,5.40,8.52,4.27,18
8267,Budget-Conscious Mother,Tier-2,Medium,42,5.92,7.12,4.33,18
8268,Budget-Conscious Mother,Tier-2,Medium,38,6.38,8.42,3.34,18
8269,Budget-Conscious Mother,Tier-2,Medium,51,5.53,8.52,3.47,18
8270,Budget-Conscious Mother,Tier-2,Medium,39,6.96,7.83,3.72,18
8271,Budget-Conscious Mother,Tier-2,Medium,41,6.62,7.21,4.00,18
8272,Budget-Conscious Mother,Tier-2,Medium,22,5.86,8.53,4.86,18
8273,Budget-Conscious Mother,Tier-2,Medium,35,6.65,8.53,4.07,18
8274,Budget-Conscious Mother,Tier-2,Medium,37,5.39,8.91,3.24,18
8275,Budget-Conscious Mother,Tier-2,Medium,29,6.63,8.68,4.59,18
8276,Budget-Conscious Mother,Tier-2,Medium,35,6.73,8.54,3.45,18
8277,Budget-Conscious Mother,Tier-2,Medium,42,5.78,7.14,3.24,18
8278,Budget-Conscious Mother,Tier-2,Medium,63,5.87,8.22,3.42,18
8279,Budget-Conscious Mother,Tier-2,Medium,51,5.44,7.65,4.32,18
8280,Budget-Conscious Mother,Tier-2,Medium,47,6.30,7.72,4.91,18
8281,Budget-Conscious Mother,Tier-2,Medium,30,6.22,7.51,3.98,18
8282,Budget-Conscious Mother,Tier-2,Medium,51,5.70,8.66,3.87,18
8283,Budget-Conscious Mother,Tier-2,Medium,47,6.37,7.60,4.38,18
8284,Budget-Conscious Mother,Tier-2,Medium,23,5.86,7.87,4.46,18
8285,Budget-Conscious Mother,Tier-2,Medium,27,6.36,8.97,3.74,18
8286,Budget-Conscious Mother,Tier-2,Medium,37,5.69,8.11,4.28,18
8287,Budget-Conscious Mother,Tier-2,Medium,49,5.20,7.70,3.12,18
8288,Budget-Conscious Mother,Tier-2,Medium,20,5.24,7.48,4.77,18
8289,Budget-Conscious Mother,Tier-2,Medium,33,6.09,8.66,3.94,18
8290,Budget-Conscious Mother,Tier-2,Medium,60,5.66,8.98,4.33,18
8291,Budget-Conscious Mother,Tier-2,Medium,63,6.56,8.60,3.91,18
8292,Budget-Conscious Mother,Tier-2,Medium,21,5.94,8.13,3.98,18
8293,Budget-Conscious Mother,Tier-2,Medium,49,5.72,8.92,3.07,18
8294,Budget-Conscious Mother,Tier-2,Medium,45,6.47,8.46,3.08,18
8295,Budget-Conscious Mother,Tier-2,Medium,51,6.04,8.34,4.04,18
8296,Budget-Conscious Mother,Tier-2,Medium,31,5.98,8.07,4.98,18
8297,Budget-Conscious Mother,Tier-2,Medium,40,5.64,7.32,3.33,18
8298,Budget-Conscious Mother,Tier-2,Medium,30,5.40,8.46,4.09,18
8299,Budget-Conscious Mother,Tier-2,Medium,44,5.56,8.06,3.60,18
8300,Budget-Conscious Mother,Tier-2,Medium,24,5.38,8.43,4.22,18
8301,Budget-Conscious Mother,Tier-2,Medium,47,6.99,7.42,4.09,18
8302,Budget-Conscious Mother,Tier-2,Medium,53,5.04,7.33,3.34,18
8303,Budget-Conscious Mother,Tier-2,Medium,44,6.35,8.03,4.85,18
8304,Budget-Conscious Mother,Tier-2,Medium,31,5.71,8.33,3.61,18
8305,Budget-Conscious Mother,Tier-2,Medium,23,6.85,7.65,3.06,18
8306,Budget-Conscious Mother,Tier-2,Medium,20,6.86,7.56,3.05,18
8307,Budget-Conscious Mother,Tier-2,Medium,33,6.17,7.35,4.60,18
8308,Budget-Conscious Mother,Tier-2,Medium,63,6.58,7.77,3.33,18
8309,Budget-Conscious Mother,Tier-2,Medium,19,6.00,7.12,4.41,18
8310,Budget-Conscious Mother,Tier-2,Medium,18,6.67,7.20,3.03,18
8311,Budget-Conscious Mother,Tier-2,Medium,48,6.43,8.52,3.14,18
8312,Budget-Conscious Mother,Tier-2,Medium,25,5.80,7.75,4.07,18
8313,Budget-Conscious Mother,Tier-2,Medium,28,6.60,7.68,3.72,18
8314,Budget-Conscious Mother,Tier-2,Medium,50,5.75,7.37,3.90,18
8315,Budget-Conscious Mother,Tier-2,Medium,42,5.32,7.39,3.70,18
8316,Budget-Conscious Mother,Tier-2,Medium,29,5.68,7.72,4.58,18
8317,Budget-Conscious Mother,Tier-2,Medium,59,6.37,8.71,3.50,18
8318,Budget-Conscious Mother,Tier-2,Medium,36,6.81,7.52,4.70,18
8319,Budget-Conscious Mother,Tier-2,Medium,21,6.08,7.67,4.76,18
8320,Budget-Conscious Mother,Tier-2,Medium,48,5.90,8.34,4.92,18
8321,Budget-Conscious Mother,Tier-2,Medium,35,6.32,7.27,3.12,18
8322,Budget-Conscious Mother,Tier-2,Medium,61,5.18,7.83,4.51,18
8323,Budget-Conscious Mother,Tier-2,Medium,64,6.26,8.27,4.20,18
8324,Budget-Conscious Mother,Tier-2,Medium,55,6.24,7.54,4.74,18
8325,Budget-Conscious Mother,Tier-2,Medium,33,5.90,7.60,4.15,18
8326,Budget-Conscious Mother,Tier-2,Medium,34,5.59,8.68,3.18,18
8327,Budget-Conscious Mother,Tier-2,Medium,44,5.29,8.76,4.71,18
8328,Budget-Conscious Mother,Tier-2,Medium,50,6.79,8.18,3.33,18
8329,Budget-Conscious Mother,Tier-2,Medium,33,5.61,9.00,4.23,18
8330,Budget-Conscious Mother,Tier-2,Medium,41,6.19,8.48,3.29,18
8331,Budget-Conscious Mother,Tier-2,Medium,35,5.56,7.91,4.24,18
